order_id,customer_id,item_code,quantity,unit_price,weight_per_item,order_date,status,discount_code
ORD5227,CUST02337,ITEM-HHHHHHHHHHHHHHH423,9,170.00,1.8,2024-01-24,CONFIRMED,DISC20
ORD5228,CUST02338,ITEM-IIIIIIIIIIIIIII424,7,250.00,2.2,2024-01-24,CONFIRMED,DISC10
ORD5229,CUST02339,ITEM-JJJJJJJJJJJJJJJ425,4,380.00,3.2,2024-01-11,PENDING,DISC15
ORD5230,CUST02340,ITEM-KKKKKKKKKKKKKKK426,12,120.00,1.3,2024-01-13,CONFIRMED,DISC20
ORD5231,CUST02341,ITEM-LLLLLLLLLLLLLLL427,5,300.00,2.7,2024-01-08,CONFIRMED,DISC10
ORD5232,CUST02342,ITEM-MMMMMMMMMMMMMMM428,8,185.00,2.0,2024-01-02,PENDING,DISC15
ORD5233,CUST02343,ITEM-NNNNNNNNNNNNNNN429,6,270.00,2.5,2024-01-13,CONFIRMED,DISC20
ORD5234,CUST02344,ITEM-OOOOOOOOOOOOOOO430,11,145.00,1.6,2024-01-13,CONFIRMED,DISC10
ORD5235,CUST02345,ITEM-PPPPPPPPPPPPPPP431,3,460.00,4.0,2024-01-05,PENDING,DISC15
ORD5236,CUST02346,ITEM-QQQQQQQQQQQQQQQ432,9,160.00,1.7,2024-01-20,CONFIRMED,DISC20
ORD5237,CUST02347,ITEM-RRRRRRRRRRRRRRR433,7,240.00,2.3,2024-01-14,CONFIRMED,DISC10
ORD5238,CUST02348,ITEM-SSSSSSSSSSSSSSS434,4,360.00,3.1,2024-01-21,PENDING,DISC15
ORD5239,CUST02349,ITEM-TTTTTTTTTTTTTTT435,10,130.00,1.4,2024-01-08,CONFIRMED,DISC20
ORD5240,CUST02350,ITEM-UUUUUUUUUUUUUUU436,5,310.00,2.8,2024-01-22,CONFIRMED,DISC10
ORD5241,CUST02351,ITEM-VVVVVVVVVVVVVVV437,8,200.00,2.1,2024-01-04,PENDING,DISC15
ORD5242,CUST02352,ITEM-WWWWWWWWWWWWWWW438,6,280.00,2.6,2024-01-19,CONFIRMED,DISC20
ORD5243,CUST02353,ITEM-XXXXXXXXXXXXXXX439,12,115.00,1.3,2024-01-20,CONFIRMED,DISC10
ORD5244,CUST02354,ITEM-YYYYYYYYYYYYYYY440,3,430.00,3.8,2024-01-14,PENDING,DISC15
ORD5245,CUST02355,ITEM-ZZZZZZZZZZZZZZZ441,9,150.00,1.7,2024-01-19,CONFIRMED,DISC20
ORD5246,CUST02356,ITEM-AAAAAAAAAAAAAAA442,7,220.00,2.3,2024-01-06,CONFIRMED,DISC10
ORD5247,CUST02357,ITEM-BBBBBBBBBBBBBBB443,4,350.00,3.0,2024-01-15,PENDING,DISC15
ORD5248,CUST02358,ITEM-CCCCCCCCCCCCCCC444,11,125.00,1.4,2024-01-13,CONFIRMED,DISC20
ORD5249,CUST02359,ITEM-DDDDDDDDDDDDDDD445,5,320.00,2.9,2024-01-04,CONFIRMED,DISC10
ORD5250,CUST02360,ITEM-EEEEEEEEEEEEEEE446,8,175.00,1.9,2024-01-19,PENDING,DISC15
ORD5251,CUST02361,ITEM-FFFFFFFFFFFFFFF447,6,260.00,2.3,2024-01-07,CONFIRMED,DISC20
ORD5252,CUST02362,ITEM-GGGGGGGGGGGGGGG448,10,140.00,1.6,2024-01-14,CONFIRMED,DISC10
ORD5253,CUST02363,ITEM-HHHHHHHHHHHHHHH449,3,470.00,4.1,2024-01-17,PENDING,DISC15
ORD5254,CUST02364,ITEM-IIIIIIIIIIIIIII450,9,170.00,1.8,2024-01-13,CONFIRMED,DISC20
ORD5255,CUST02365,ITEM-JJJJJJJJJJJJJJJ451,7,250.00,2.2,2024-01-24,CONFIRMED,DISC10
ORD5256,CUST02366,ITEM-KKKKKKKKKKKKKKK452,4,380.00,3.2,2024-01-15,PENDING,DISC15
ORD5257,CUST02367,ITEM-LLLLLLLLLLLLLLL453,12,120.00,1.3,2024-01-09,CONFIRMED,DISC20
ORD5258,CUST02368,ITEM-MMMMMMMMMMMMMMM454,5,300.00,2.7,2024-01-08,CONFIRMED,DISC10
ORD5259,CUST02369,ITEM-NNNNNNNNNNNNNNN455,8,185.00,2.0,2024-01-02,PENDING,DISC15
ORD5260,CUST02370,ITEM-OOOOOOOOOOOOOOO456,6,270.00,2.5,2024-01-15,CONFIRMED,DISC20
ORD5261,CUST02371,ITEM-PPPPPPPPPPPPPPP457,11,145.00,1.6,2024-01-09,CONFIRMED,DISC10
ORD5262,CUST02372,ITEM-QQQQQQQQQQQQQQQ458,3,460.00,4.0,2024-01-20,PENDING,DISC15
ORD5263,CUST02373,ITEM-RRRRRRRRRRRRRRR459,9,160.00,1.7,2024-01-11,CONFIRMED,DISC20
ORD5264,CUST02374,ITEM-SSSSSSSSSSSSSSS460,7,240.00,2.3,2024-01-11,CONFIRMED,DISC10
ORD5265,CUST02375,ITEM-TTTTTTTTTTTTTTT461,4,360.00,3.1,2024-01-15,PENDING,DISC15
ORD5266,CUST02376,ITEM-UUUUUUUUUUUUUUU462,10,130.00,1.4,2024-01-20,CONFIRMED,DISC20
ORD5267,CUST02377,ITEM-VVVVVVVVVVVVVVV463,5,310.00,2.8,2024-01-18,CONFIRMED,DISC10
ORD5268,CUST02378,ITEM-WWWWWWWWWWWWWWW464,8,200.00,2.1,2024-01-08,PENDING,DISC15
ORD5269,CUST02379,ITEM-XXXXXXXXXXXXXXX465,6,280.00,2.6,2024-01-07,CONFIRMED,DISC20
ORD5270,CUST02380,ITEM-YYYYYYYYYYYYYYY466,12,115.00,1.3,2024-01-04,CONFIRMED,DISC10
ORD5271,CUST02381,ITEM-ZZZZZZZZZZZZZZZ467,3,430.00,3.8,2024-01-28,PENDING,DISC15
ORD5272,CUST02382,ITEM-AAAAAAAAAAAAAAA468,9,150.00,1.7,2024-01-07,CONFIRMED,DISC20
ORD5273,CUST02383,ITEM-BBBBBBBBBBBBBBB469,7,220.00,2.3,2024-01-15,CONFIRMED,DISC10
ORD5274,CUST02384,ITEM-CCCCCCCCCCCCCCC470,4,350.00,3.0,2024-01-14,PENDING,DISC15
ORD5275,CUST02385,ITEM-DDDDDDDDDDDDDDD471,11,125.00,1.4,2024-01-15,CONFIRMED,DISC20
ORD5276,CUST02386,ITEM-EEEEEEEEEEEEEEE472,5,320.00,2.9,2024-01-09,CONFIRMED,DISC10
ORD5277,CUST02387,ITEM-FFFFFFFFFFFFFFF473,8,175.00,1.9,2024-01-12,PENDING,DISC15
ORD5278,CUST02388,ITEM-GGGGGGGGGGGGGGG474,6,260.00,2.3,2024-01-19,CONFIRMED,DISC20
ORD5279,CUST02389,ITEM-HHHHHHHHHHHHHHH475,10,140.00,1.6,2024-01-30,CONFIRMED,DISC10
ORD5280,CUST02390,ITEM-IIIIIIIIIIIIIII476,3,470.00,4.1,2024-01-19,PENDING,DISC15
ORD5281,CUST02391,ITEM-JJJJJJJJJJJJJJJ477,9,170.00,1.8,2024-01-21,CONFIRMED,DISC20
ORD5282,CUST02392,ITEM-KKKKKKKKKKKKKKK478,7,250.00,2.2,2024-01-22,CONFIRMED,DISC10
ORD5283,CUST02393,ITEM-LLLLLLLLLLLLLLL479,4,380.00,3.2,2024-01-24,PENDING,DISC15
ORD5284,CUST02394,ITEM-MMMMMMMMMMMMMMM480,12,120.00,1.3,2024-01-19,CONFIRMED,DISC20
ORD5285,CUST02395,ITEM-NNNNNNNNNNNNNNN481,5,300.00,2.7,2024-01-05,CONFIRMED,DISC10
ORD5286,CUST02396,ITEM-OOOOOOOOOOOOOOO482,8,185.00,2.0,2024-01-06,PENDING,DISC15
ORD5287,CUST02397,ITEM-PPPPPPPPPPPPPPP483,6,270.00,2.5,2024-01-14,CONFIRMED,DISC20
ORD5288,CUST02398,ITEM-QQQQQQQQQQQQQQQ484,11,145.00,1.6,2024-01-06,CONFIRMED,DISC10
ORD5289,CUST02399,ITEM-RRRRRRRRRRRRRRR485,3,460.00,4.0,2024-01-17,PENDING,DISC15
ORD5290,CUST02400,ITEM-SSSSSSSSSSSSSSS486,9,160.00,1.7,2024-01-13,CONFIRMED,DISC20
ORD5291,CUST02401,ITEM-TTTTTTTTTTTTTTT487,7,240.00,2.3,2024-01-03,CONFIRMED,DISC10
ORD5292,CUST02402,ITEM-UUUUUUUUUUUUUUU488,4,360.00,3.1,2024-01-04,PENDING,DISC15
ORD5293,CUST02403,ITEM-VVVVVVVVVVVVVVV489,10,130.00,1.4,2024-01-28,CONFIRMED,DISC20
ORD5294,CUST02404,ITEM-WWWWWWWWWWWWWWW490,5,310.00,2.8,2024-01-18,CONFIRMED,DISC10
ORD5295,CUST02405,ITEM-XXXXXXXXXXXXXXX491,8,200.00,2.1,2024-01-13,PENDING,DISC15
ORD5296,CUST02406,ITEM-YYYYYYYYYYYYYYY492,6,280.00,2.6,2024-01-15,CONFIRMED,DISC20
ORD5297,CUST02407,ITEM-ZZZZZZZZZZZZZZZ493,12,115.00,1.3,2024-01-14,CONFIRMED,DISC10
ORD5298,CUST02408,ITEM-AAAAAAAAAAAAAAA494,3,430.00,3.8,2024-01-27,PENDING,DISC15
ORD5299,CUST02409,ITEM-BBBBBBBBBBBBBBB495,9,150.00,1.7,2024-01-21,CONFIRMED,DISC20
ORD5300,CUST02410,ITEM-CCCCCCCCCCCCCCC496,7,220.00,2.3,2024-01-09,CONFIRMED,DISC10
ORD5301,CUST02001,ITEM-F058,1,457.85,1.6,2024-01-23,CONFIRMED,DISC20
ORD5302,CUST02002,ITEM-A303,14,67.48,0.9,2024-02-01,CONFIRMED,DISC20
ORD5303,CUST02003,ITEM-B367,18,280.74,2.5,2024-01-19,CONFIRMED,DISC05
ORD5304,CUST02004,ITEM-F217,11,202.83,1.5,2024-02-05,PENDING,
ORD5305,CUST02005,ITEM-A195,4,247.44,2.0,2024-01-15,CONFIRMED,DISC15
ORD5306,CUST02006,ITEM-E064,13,93.34,1.8,2024-02-09,PENDING,DISC20
ORD5307,CUST02007,ITEM-B361,3,75.20,1.5,2024-01-10,CONFIRMED,DISC05
ORD5308,CUST02008,ITEM-G052,13,202.89,3.4,2024-01-29,CONFIRMED,DISC10
ORD5309,CUST02009,ITEM-C108,9,436.00,3.6,2024-01-28,CONFIRMED,DISC20
ORD5310,CUST02010,ITEM-F126,6,304.24,1.7,2024-02-27,CONFIRMED,DISC10
ORD5311,CUST02011,ITEM-G394,2,175.98,0.6,2024-01-31,PENDING,DISC10
ORD5312,CUST02012,ITEM-A109,19,532.00,1.9,2024-01-30,PENDING,DISC15
ORD5313,CUST02013,ITEM-F235,5,195.68,1.6,2024-01-29,PENDING,DISC20
ORD5314,CUST02014,ITEM-D460,19,269.67,1.5,2024-01-24,PENDING,
ORD5315,CUST02015,ITEM-G025,4,134.06,1.2,2024-01-26,PENDING,DISC20
ORD5316,CUST02016,ITEM-A198,13,377.74,2.6,2024-02-01,CONFIRMED,
ORD5317,CUST02017,ITEM-F454,18,462.98,4.0,2024-01-30,CONFIRMED,DISC10
ORD5318,CUST02018,ITEM-D081,15,51.78,3.7,2024-02-11,PENDING,DISC20
ORD5319,CUST02019,ITEM-G092,17,551.95,4.4,2024-01-20,CONFIRMED,DISC05
ORD5320,CUST02020,ITEM-C391,6,346.66,4.0,2024-02-05,CONFIRMED,DISC20
ORD5321,CUST02021,ITEM-C251,1,111.53,2.1,2024-02-05,PENDING,DISC05
ORD5322,CUST02022,ITEM-A124,19,570.82,0.9,2024-02-02,CONFIRMED,DISC20
ORD5323,CUST02023,ITEM-G065,5,412.86,4.8,2024-01-21,PENDING,DISC20
ORD5324,CUST02024,ITEM-G311,14,580.40,4.7,2024-02-10,CONFIRMED,DISC10
ORD5325,CUST02025,ITEM-D344,12,290.96,2.8,2024-02-01,CONFIRMED,DISC05
ORD5326,CUST02026,ITEM-A174,1,373.57,1.5,2024-01-25,CONFIRMED,
ORD5327,CUST02027,ITEM-F324,2,175.92,4.6,2024-02-15,PENDING,
ORD5328,CUST02028,ITEM-E122,9,417.94,1.5,2024-01-19,PENDING,DISC05
ORD5329,CUST02029,ITEM-G243,14,154.73,0.9,2024-01-21,PENDING,DISC15
ORD5330,CUST02030,ITEM-D240,2,420.35,4.9,2024-01-27,CONFIRMED,DISC15
ORD5331,CUST02031,ITEM-F174,4,186.76,1.4,2024-01-22,CONFIRMED,DISC15
ORD5332,CUST02032,ITEM-B143,15,187.39,4.7,2024-01-28,CONFIRMED,
ORD5333,CUST02033,ITEM-F277,1,582.95,4.7,2024-02-16,CONFIRMED,DISC05
ORD5334,CUST02034,ITEM-D249,16,167.56,2.3,2024-01-28,CONFIRMED,DISC15
ORD5335,CUST02035,ITEM-A200,9,559.58,4.0,2024-01-31,PENDING,DISC20
ORD5336,CUST02036,ITEM-F368,16,135.14,1.8,2024-02-21,CONFIRMED,DISC20
ORD5337,CUST02037,ITEM-F278,2,461.39,0.8,2024-01-27,PENDING,DISC20
ORD5338,CUST02038,ITEM-G272,6,81.28,2.8,2024-02-20,CONFIRMED,
ORD5339,CUST02039,ITEM-E035,8,272.08,4.7,2024-02-08,CONFIRMED,DISC20
ORD5340,CUST02040,ITEM-E021,20,95.09,3.5,2024-02-04,PENDING,DISC10
ORD5341,CUST02041,ITEM-B343,11,181.28,2.3,2024-02-06,PENDING,DISC15
ORD5342,CUST02042,ITEM-C476,3,55.12,3.3,2024-02-05,CONFIRMED,
ORD5343,CUST02043,ITEM-E110,17,195.86,4.7,2024-02-04,CONFIRMED,DISC05
ORD5344,CUST02044,ITEM-C146,6,291.00,2.9,2024-01-25,CONFIRMED,DISC20
ORD5345,CUST02045,ITEM-C478,4,566.41,1.1,2024-01-19,CONFIRMED,DISC20
ORD5346,CUST02046,ITEM-B140,10,382.66,3.7,2024-01-13,PENDING,DISC20
ORD5347,CUST02047,ITEM-D129,2,100.76,2.4,2024-01-26,CONFIRMED,
ORD5348,CUST02048,ITEM-C395,5,400.41,1.7,2024-02-15,PENDING,DISC20
ORD5349,CUST02049,ITEM-F219,18,55.32,0.8,2024-02-23,CONFIRMED,DISC20
ORD5350,CUST02050,ITEM-A428,12,370.38,1.2,2024-01-24,CONFIRMED,DISC10
ORD5351,CUST02051,ITEM-C461,2,544.41,1.4,2024-01-27,CONFIRMED,DISC10
ORD5352,CUST02052,ITEM-G287,14,585.61,3.9,2024-02-15,CONFIRMED,DISC05
ORD5353,CUST02053,ITEM-G416,6,534.78,0.6,2024-02-15,PENDING,DISC15
ORD5354,CUST02054,ITEM-G343,8,196.74,4.0,2024-01-27,PENDING,
ORD5355,CUST02055,ITEM-G241,8,159.77,4.6,2024-02-02,PENDING,DISC05
ORD5356,CUST02056,ITEM-B013,7,269.16,1.8,2024-01-16,PENDING,DISC10
ORD5357,CUST02057,ITEM-F261,13,423.73,4.3,2024-01-28,CONFIRMED,
ORD5358,CUST02058,ITEM-C092,19,579.39,1.7,2024-01-24,PENDING,DISC10
ORD5359,CUST02059,ITEM-F403,11,290.02,4.9,2024-01-09,PENDING,DISC20
ORD5360,CUST02060,ITEM-B131,2,439.83,0.5,2024-02-20,CONFIRMED,DISC10
ORD5361,CUST02061,ITEM-D036,11,392.74,3.5,2024-01-14,PENDING,DISC20
ORD5362,CUST02062,ITEM-C342,14,229.40,3.6,2024-02-03,CONFIRMED,DISC05
ORD5363,CUST02063,ITEM-D341,13,422.52,4.6,2024-02-14,PENDING,DISC15
ORD5364,CUST02064,ITEM-E427,1,217.13,1.4,2024-02-16,PENDING,DISC15
ORD5365,CUST02065,ITEM-D227,7,331.15,4.1,2024-02-26,CONFIRMED,
ORD5366,CUST02066,ITEM-C264,20,234.35,4.2,2024-02-16,CONFIRMED,DISC10
ORD5367,CUST02067,ITEM-B413,7,131.04,0.7,2024-01-25,CONFIRMED,DISC15
ORD5368,CUST02068,ITEM-D454,19,156.94,3.6,2024-01-20,PENDING,DISC05
ORD5369,CUST02069,ITEM-B336,1,540.96,4.4,2024-02-10,CONFIRMED,DISC15
ORD5370,CUST02070,ITEM-B091,17,305.50,3.0,2024-02-21,CONFIRMED,DISC15
ORD5371,CUST02071,ITEM-B411,15,417.17,4.9,2024-01-28,PENDING,DISC15
ORD5372,CUST02072,ITEM-E418,17,284.71,4.6,2024-01-24,CONFIRMED,DISC15
ORD5373,CUST02073,ITEM-D133,8,511.92,1.7,2024-02-04,PENDING,DISC05
ORD5374,CUST02074,ITEM-C226,3,442.45,1.6,2024-01-17,PENDING,DISC20
ORD5375,CUST02075,ITEM-A071,5,177.19,3.6,2024-01-22,CONFIRMED,
ORD5376,CUST02076,ITEM-D209,11,348.44,2.4,2024-01-16,PENDING,DISC15
ORD5377,CUST02077,ITEM-G300,1,521.20,3.9,2024-01-21,PENDING,
ORD5378,CUST02078,ITEM-C153,13,519.40,4.8,2024-02-04,CONFIRMED,DISC15
ORD5379,CUST02079,ITEM-B140,14,317.10,2.2,2024-02-13,PENDING,DISC05
ORD5380,CUST02080,ITEM-G240,5,589.40,2.9,2024-02-06,PENDING,DISC20
ORD5381,CUST02081,ITEM-E340,1,96.17,2.4,2024-02-17,PENDING,DISC05
ORD5382,CUST02082,ITEM-A134,13,230.04,2.5,2024-01-29,PENDING,DISC10
ORD5383,CUST02083,ITEM-G488,14,188.75,0.9,2024-01-20,CONFIRMED,DISC10
ORD5384,CUST02084,ITEM-B333,3,479.68,3.4,2024-02-11,CONFIRMED,DISC05
ORD5385,CUST02085,ITEM-B430,1,391.73,1.6,2024-01-31,CONFIRMED,DISC20
ORD5386,CUST02086,ITEM-B239,9,471.79,1.3,2024-02-05,CONFIRMED,DISC05
ORD5387,CUST02087,ITEM-C056,19,64.12,1.9,2024-02-05,PENDING,DISC15
ORD5388,CUST02088,ITEM-F102,3,375.65,4.2,2024-01-27,CONFIRMED,DISC10
ORD5389,CUST02089,ITEM-G351,20,493.04,4.1,2024-02-03,CONFIRMED,DISC10
ORD5390,CUST02090,ITEM-E220,12,87.93,3.4,2024-01-08,PENDING,DISC15
ORD5391,CUST02091,ITEM-A222,12,399.57,4.2,2024-02-15,CONFIRMED,DISC15
ORD5392,CUST02092,ITEM-B376,17,581.01,1.7,2024-02-03,PENDING,DISC15
ORD5393,CUST02093,ITEM-D423,19,197.62,4.3,2024-02-05,CONFIRMED,DISC10
ORD5394,CUST02094,ITEM-D125,15,363.42,3.5,2024-01-31,CONFIRMED,DISC15
ORD5395,CUST02095,ITEM-G167,6,318.15,2.1,2024-01-16,PENDING,DISC10
ORD5396,CUST02096,ITEM-E360,9,355.69,2.8,2024-01-16,CONFIRMED,DISC05
ORD5397,CUST02097,ITEM-F209,16,355.35,1.6,2024-02-10,PENDING,DISC15
ORD5398,CUST02098,ITEM-G009,3,211.83,2.3,2024-01-27,PENDING,DISC20
ORD5399,CUST02099,ITEM-C243,18,342.01,2.4,2024-01-28,PENDING,DISC10
ORD5400,CUST02100,ITEM-F233,9,218.64,1.5,2024-02-17,CONFIRMED,DISC10
ORD5401,CUST02101,ITEM-A381,18,572.98,3.6,2024-01-22,CONFIRMED,DISC15
ORD5402,CUST02102,ITEM-C371,19,587.13,2.9,2024-01-12,CONFIRMED,DISC05
ORD5403,CUST02103,ITEM-C117,12,148.69,0.6,2024-02-08,CONFIRMED,DISC10
ORD5404,CUST02104,ITEM-A499,2,354.35,3.6,2024-01-12,PENDING,
ORD5405,CUST02105,ITEM-G007,19,206.39,2.7,2024-01-30,CONFIRMED,
ORD5406,CUST02106,ITEM-C482,16,112.75,0.8,2024-02-07,CONFIRMED,DISC20
ORD5407,CUST02107,ITEM-F352,2,133.45,4.2,2024-02-23,PENDING,
ORD5408,CUST02108,ITEM-B061,18,470.44,3.2,2024-02-16,CONFIRMED,DISC20
ORD5409,CUST02109,ITEM-D231,15,213.54,3.1,2024-02-05,PENDING,DISC20
ORD5410,CUST02110,ITEM-E031,20,578.06,0.9,2024-02-08,CONFIRMED,DISC05
ORD5411,CUST02111,ITEM-C339,3,136.38,1.3,2024-01-23,CONFIRMED,
ORD5412,CUST02112,ITEM-D231,20,308.45,0.6,2024-02-03,PENDING,DISC15
ORD5413,CUST02113,ITEM-A352,8,558.15,4.0,2024-02-14,CONFIRMED,DISC15
ORD5414,CUST02114,ITEM-A279,8,406.20,4.6,2024-02-07,CONFIRMED,
ORD5415,CUST02115,ITEM-A085,10,377.27,4.2,2024-02-22,PENDING,DISC15
ORD5416,CUST02116,ITEM-A240,10,434.85,4.7,2024-02-01,PENDING,DISC15
ORD5417,CUST02117,ITEM-A307,2,539.18,3.8,2024-01-30,PENDING,
ORD5418,CUST02118,ITEM-A118,19,372.92,0.6,2024-02-09,PENDING,DISC20
ORD5419,CUST02119,ITEM-A391,6,308.78,3.4,2024-02-15,PENDING,DISC05
ORD5420,CUST02120,ITEM-E224,16,582.98,2.6,2024-01-22,PENDING,DISC10
ORD5421,CUST02121,ITEM-F054,6,231.39,3.6,2024-01-23,PENDING,DISC20
ORD5422,CUST02122,ITEM-A233,3,222.98,2.0,2024-02-23,PENDING,DISC20
ORD5423,CUST02123,ITEM-G001,18,304.09,0.7,2024-01-28,PENDING,DISC20
ORD5424,CUST02124,ITEM-G256,15,467.99,1.4,2024-02-05,CONFIRMED,DISC10
ORD5425,CUST02125,ITEM-D451,16,116.78,4.9,2024-02-04,CONFIRMED,DISC05
ORD5426,CUST02126,ITEM-C283,1,353.74,0.9,2024-02-17,CONFIRMED,DISC15
ORD5427,CUST02127,ITEM-A332,5,324.11,3.7,2024-01-24,PENDING,DISC15
ORD5428,CUST02128,ITEM-G248,16,184.05,3.0,2024-01-25,CONFIRMED,DISC20
ORD5429,CUST02129,ITEM-E383,5,525.21,1.7,2024-02-17,PENDING,DISC10
ORD5430,CUST02130,ITEM-G260,9,501.30,1.8,2024-01-12,PENDING,DISC05
ORD5431,CUST02131,ITEM-D276,16,239.82,3.0,2024-02-04,PENDING,DISC15
ORD5432,CUST02132,ITEM-C446,7,589.43,1.6,2024-01-21,CONFIRMED,DISC15
ORD5433,CUST02133,ITEM-A163,16,437.88,4.2,2024-01-26,CONFIRMED,DISC15
ORD5434,CUST02134,ITEM-A065,17,580.94,2.0,2024-01-18,PENDING,
ORD5435,CUST02135,ITEM-E467,15,58.44,1.1,2024-02-07,CONFIRMED,
ORD5436,CUST02136,ITEM-D401,9,236.21,3.6,2024-02-12,CONFIRMED,DISC10
ORD5437,CUST02137,ITEM-G346,18,259.01,1.9,2024-02-03,PENDING,DISC20
ORD5438,CUST02138,ITEM-A317,3,179.12,3.6,2024-01-20,CONFIRMED,
ORD5439,CUST02139,ITEM-D051,4,294.02,3.6,2024-02-08,CONFIRMED,
ORD5440,CUST02140,ITEM-C408,2,211.35,2.2,2024-01-13,CONFIRMED,DISC20
ORD5441,CUST02141,ITEM-D290,6,143.49,0.9,2024-02-17,PENDING,DISC20
ORD5442,CUST02142,ITEM-F124,16,552.06,1.1,2024-01-20,PENDING,DISC15
ORD5443,CUST02143,ITEM-C342,1,544.40,2.6,2024-01-25,CONFIRMED,
ORD5444,CUST02144,ITEM-D484,12,593.21,1.8,2024-02-07,PENDING,DISC10
ORD5445,CUST02145,ITEM-D433,10,159.57,2.2,2024-01-27,CONFIRMED,DISC05
ORD5446,CUST02146,ITEM-D293,12,366.15,5.0,2024-01-24,CONFIRMED,DISC15
ORD5447,CUST02147,ITEM-C005,19,525.79,4.0,2024-01-11,PENDING,DISC10
ORD5448,CUST02148,ITEM-G410,8,383.89,2.1,2024-02-07,CONFIRMED,DISC20
ORD5449,CUST02149,ITEM-C348,5,395.54,4.6,2024-02-12,CONFIRMED,DISC10
ORD5450,CUST02150,ITEM-G226,2,368.77,3.8,2024-01-23,PENDING,DISC10
ORD5451,CUST02151,ITEM-F213,6,160.44,4.0,2024-01-30,PENDING,DISC20
ORD5452,CUST02152,ITEM-E468,9,506.76,1.7,2024-02-03,PENDING,DISC10
ORD5453,CUST02153,ITEM-F446,11,492.33,2.6,2024-01-24,CONFIRMED,DISC05
ORD5454,CUST02154,ITEM-G347,13,582.00,4.1,2024-01-31,CONFIRMED,DISC15
ORD5455,CUST02155,ITEM-A136,18,117.97,2.2,2024-02-10,PENDING,DISC20
ORD5456,CUST02156,ITEM-D422,12,109.59,1.6,2024-01-09,PENDING,DISC20
ORD5457,CUST02157,ITEM-B332,3,399.47,2.6,2024-02-11,PENDING,DISC15
ORD5458,CUST02158,ITEM-A072,2,570.44,1.9,2024-01-27,CONFIRMED,
ORD5459,CUST02159,ITEM-B455,18,124.62,2.5,2024-02-06,PENDING,DISC20
ORD5460,CUST02160,ITEM-F373,5,536.98,3.4,2024-01-30,PENDING,DISC20
ORD5461,CUST02161,ITEM-D481,9,67.99,2.2,2024-01-26,PENDING,DISC05
ORD5462,CUST02162,ITEM-G186,4,589.51,2.2,2024-02-13,PENDING,
ORD5463,CUST02163,ITEM-D142,7,582.51,4.8,2024-02-13,PENDING,
ORD5464,CUST02164,ITEM-F109,20,584.10,0.7,2024-01-31,CONFIRMED,DISC05
ORD5465,CUST02165,ITEM-G290,7,87.74,3.9,2024-01-31,CONFIRMED,DISC05
ORD5466,CUST02166,ITEM-C397,5,483.75,3.2,2024-02-03,CONFIRMED,DISC05
ORD5467,CUST02167,ITEM-E129,6,110.46,4.4,2024-01-22,CONFIRMED,DISC10
ORD5468,CUST02168,ITEM-G404,8,373.87,0.6,2024-01-24,CONFIRMED,DISC05
ORD5469,CUST02169,ITEM-F216,17,112.51,0.8,2024-02-01,PENDING,DISC20
ORD5470,CUST02170,ITEM-E056,15,327.11,4.8,2024-01-08,PENDING,DISC15
ORD5471,CUST02171,ITEM-F494,1,83.45,2.7,2024-01-23,PENDING,
ORD5472,CUST02172,ITEM-D365,15,90.42,0.9,2024-02-07,CONFIRMED,
ORD5473,CUST02173,ITEM-B141,20,398.19,3.0,2024-02-02,PENDING,DISC20
ORD5474,CUST02174,ITEM-E151,15,328.05,2.4,2024-02-01,CONFIRMED,DISC20
ORD5475,CUST02175,ITEM-F444,7,286.54,4.5,2024-02-01,PENDING,DISC15
ORD5476,CUST02176,ITEM-D213,4,221.90,1.9,2024-01-20,PENDING,DISC05
ORD5477,CUST02177,ITEM-F473,16,86.92,4.2,2024-01-25,PENDING,
ORD5478,CUST02178,ITEM-F379,12,496.47,3.0,2024-02-13,PENDING,
ORD5479,CUST02179,ITEM-D182,14,527.45,3.7,2024-02-20,PENDING,DISC20
ORD5480,CUST02180,ITEM-C181,4,367.86,1.5,2024-01-27,PENDING,DISC05
ORD5481,CUST02181,ITEM-G056,12,514.96,2.2,2024-02-16,PENDING,DISC20
ORD5482,CUST02182,ITEM-B414,14,514.84,4.9,2024-02-01,CONFIRMED,DISC20
ORD5483,CUST02183,ITEM-F425,9,65.92,1.7,2024-02-20,PENDING,DISC10
ORD5484,CUST02184,ITEM-C004,6,528.42,3.0,2024-02-07,CONFIRMED,DISC05
ORD5485,CUST02185,ITEM-F325,1,100.47,2.9,2024-01-20,PENDING,DISC15
ORD5486,CUST02186,ITEM-C081,12,221.40,2.0,2024-02-15,CONFIRMED,
ORD5487,CUST02187,ITEM-B081,20,77.37,0.9,2024-02-03,PENDING,DISC15
ORD5488,CUST02188,ITEM-E227,14,200.24,3.9,2024-01-31,PENDING,DISC15
ORD5489,CUST02189,ITEM-A146,19,317.65,3.5,2024-01-26,CONFIRMED,DISC15
ORD5490,CUST02190,ITEM-E029,1,162.43,4.8,2024-01-31,CONFIRMED,DISC10
ORD5491,CUST02191,ITEM-C168,4,54.25,3.9,2024-01-16,CONFIRMED,DISC15
ORD5492,CUST02192,ITEM-E361,8,325.14,4.3,2024-02-23,PENDING,
ORD5493,CUST02193,ITEM-D442,2,289.92,2.6,2024-01-15,PENDING,DISC20
ORD5494,CUST02194,ITEM-D294,13,440.22,2.4,2024-01-10,PENDING,
